Phone Number,Email,Credit Score,Age Group,Family Background,Income,Lead Source,Product Interest Level,Interaction Frequency,Time Since Last Interaction,Website Visit Count,Intent
+91-8568316931,user5609@example.com,510,51+,Married with Kids,158031,Social Media,Medium,Low,24,3,0
+91-9062766560,user5610@example.com,590,26-35,Married,969559,Event,High,High,1,11,0
+91-9164492325,user5611@example.com,540,26-35,Married,454398,Cold Call,Low,High,2,7,0
+91-8427185282,user5612@example.com,560,36-50,Married with Kids,692520,Referral,High,High,2,6,1
+91-8828220711,user5613@example.com,570,51+,Married,767372,Website,Medium,Medium,4,8,1
+91-7574467860,user5614@example.com,540,18-25,Single,442368,Event,High,Medium,8,7,0
+91-7386559718,user5615@example.com,550,26-35,Single,516673,Cold Call,Low,High,1,5,1
+91-9219803548,user5616@example.com,550,51+,Married,563788,Cold Call,Low,High,2,8,0
+91-9186027939,user5617@example.com,580,26-35,Single,860791,Cold Call,Low,Low,18,11,1
+91-8215458697,user5618@example.com,590,51+,Married,916392,Website,Medium,Medium,10,11,0
+91-9418800146,user5619@example.com,510,51+,Married with Kids,187695,Referral,High,Low,21,3,1
+91-8767482900,user5620@example.com,520,36-50,Married,230066,Cold Call,Low,Low,19,4,1
+91-7421460686,user5621@example.com,520,26-35,Single,238982,Referral,High,High,1,3,0
+91-8901498933,user5622@example.com,530,18-25,Single,364837,Social Media,Medium,High,1,6,0
+91-7101816838,user5623@example.com,570,36-50,Married,739601,Website,Medium,High,2,9,1
+91-7038456263,user5624@example.com,560,36-50,Married with Kids,653098,Referral,High,Low,19,8,1
+91-9226322209,user5625@example.com,560,18-25,Single,644380,Referral,High,Low,25,8,1
+91-9210035503,user5626@example.com,550,36-50,Married with Kids,581995,Cold Call,Low,Low,29,8,0
+91-9869974915,user5627@example.com,560,51+,Married with Kids,682393,Cold Call,Low,High,2,7,0
+91-9062154040,user5628@example.com,570,51+,Married,785865,Website,Medium,High,3,10,0
+91-7606578126,user5629@example.com,530,26-35,Single,304300,Referral,High,High,1,6,1
+91-8743130383,user5630@example.com,530,26-35,Married,390699,Event,High,Low,16,6,1
+91-8419983647,user5631@example.com,560,18-25,Single,696222,Cold Call,Low,Low,20,7,0
+91-8992165372,user5632@example.com,560,26-35,Single,697076,Cold Call,Low,Medium,4,9,1
+91-9635096127,user5633@example.com,590,51+,Married with Kids,963689,Social Media,Medium,High,3,10,0
+91-8326335551,user5634@example.com,590,18-25,Single,904371,Website,Medium,Low,24,10,0
+91-8421365722,user5635@example.com,550,18-25,Single,505041,Referral,High,Medium,10,6,0
+91-8770319385,user5636@example.com,550,26-35,Married,584003,Referral,High,Low,19,6,0
+91-7364085273,user5637@example.com,550,51+,Married,595707,Referral,High,Low,23,7,0
+91-7928609749,user5638@example.com,520,18-25,Single,255223,Cold Call,Low,High,3,3,0
+91-8866125610,user5639@example.com,570,51+,Married with Kids,752356,Website,Medium,Medium,6,9,0
+91-9257137611,user5640@example.com,560,51+,Married,624324,Referral,High,Low,23,8,1
+91-8266197927,user5641@example.com,540,51+,Married with Kids,456092,Event,High,Medium,8,7,0
+91-8732291055,user5642@example.com,590,26-35,Married,970139,Social Media,Medium,Medium,8,11,0
+91-8220337715,user5643@example.com,560,36-50,Married with Kids,663339,Social Media,Medium,High,1,8,0
+91-7217279109,user5644@example.com,550,36-50,Married,591513,Referral,High,Medium,4,8,0
+91-9555622017,user5645@example.com,510,18-25,Single,180738,Cold Call,Low,High,3,4,1
+91-7251594849,user5646@example.com,540,51+,Married,435740,Social Media,Medium,High,2,7,0
+91-9052666394,user5647@example.com,560,26-35,Married,684359,Social Media,Medium,High,1,6,0
+91-8568647482,user5648@example.com,520,51+,Married,230613,Social Media,Medium,Medium,6,3,0
+91-7142299036,user5649@example.com,510,51+,Married,173601,Social Media,Medium,Low,25,3,1
+91-9028861827,user5650@example.com,510,26-35,Married,129873,Referral,High,High,2,1,0
+91-9375976671,user5651@example.com,570,36-50,Married,792008,Website,Medium,Low,27,7,0
+91-9528228809,user5652@example.com,510,51+,Married with Kids,171468,Website,Medium,Medium,5,2,1
+91-9367897065,user5653@example.com,590,51+,Married with Kids,912902,Cold Call,Low,Low,21,11,0
+91-8992839166,user5654@example.com,580,36-50,Married with Kids,820489,Event,High,Low,23,8,0
+91-8291170711,user5655@example.com,510,26-35,Married,108328,Website,Medium,High,3,2,0
+91-8491149684,user5656@example.com,520,18-25,Single,237405,Event,High,High,1,3,1
+91-7378993539,user5657@example.com,580,36-50,Married,875807,Website,Medium,High,3,11,1
+91-8388932843,user5658@example.com,520,18-25,Single,221173,Website,Medium,Medium,9,2,0
+91-8468236250,user5659@example.com,510,18-25,Single,146638,Cold Call,Low,Low,20,3,0
+91-8323300619,user5660@example.com,580,36-50,Married with Kids,897700,Social Media,Medium,Medium,7,9,0
+91-9201871572,user5661@example.com,530,51+,Married with Kids,301675,Cold Call,Low,Medium,8,6,1
+91-7984291341,user5662@example.com,520,18-25,Single,213920,Website,Medium,Medium,6,4,0
+91-7638601669,user5663@example.com,590,18-25,Single,996811,Social Media,Medium,Medium,4,11,0
+91-9416689373,user5664@example.com,550,26-35,Single,510261,Social Media,Medium,High,1,6,0
+91-9810094030,user5665@example.com,570,51+,Married,796101,Social Media,Medium,Low,14,9,1
+91-7687941542,user5666@example.com,550,18-25,Single,535986,Event,High,High,3,6,0
+91-9638726415,user5667@example.com,510,26-35,Married,107887,Website,Medium,High,1,3,0
+91-9307570145,user5668@example.com,580,51+,Married,853266,Referral,High,Medium,9,8,0
+91-7032386180,user5669@example.com,510,36-50,Married,124918,Cold Call,Low,High,2,2,1
+91-9317116445,user5670@example.com,590,36-50,Married,921929,Event,High,Low,29,12,1
+91-7261102352,user5671@example.com,540,26-35,Single,455706,Cold Call,Low,Medium,5,5,0
+91-7968467305,user5672@example.com,580,36-50,Married with Kids,816369,Referral,High,High,2,11,0
+91-8128653251,user5673@example.com,530,18-25,Single,374073,Social Media,Medium,Medium,5,6,0
+91-8891833262,user5674@example.com,560,51+,Married,606508,Referral,High,Low,26,8,0
+91-9285105974,user5675@example.com,570,18-25,Single,726489,Cold Call,Low,Medium,10,8,0
+91-8631911097,user5676@example.com,560,18-25,Single,620337,Referral,High,High,2,6,0
+91-7388993878,user5677@example.com,580,36-50,Married,834459,Website,Medium,High,2,10,1
+91-9368385886,user5678@example.com,540,18-25,Single,478710,Referral,High,Low,21,5,0
+91-8338880707,user5679@example.com,530,36-50,Married with Kids,390690,Website,Medium,Low,29,6,1
+91-8187720540,user5680@example.com,530,51+,Married,309496,Referral,High,Medium,8,4,1
+91-8622354885,user5681@example.com,570,51+,Married,792698,Website,Medium,High,3,7,0
+91-8892937441,user5682@example.com,550,18-25,Single,527499,Website,Medium,Low,19,7,0
+91-8929948749,user5683@example.com,570,26-35,Married,706782,Referral,High,Low,14,8,1
+91-9115796341,user5684@example.com,550,36-50,Married,571386,Event,High,High,3,7,1
+91-7360767747,user5685@example.com,580,36-50,Married,840147,Social Media,Medium,Low,25,8,0
+91-9707777843,user5686@example.com,540,18-25,Single,408710,Social Media,Medium,Low,13,6,0
+91-9888767176,user5687@example.com,540,36-50,Married,447608,Social Media,Medium,High,2,4,1
+91-8829933189,user5688@example.com,580,36-50,Married with Kids,858141,Website,Medium,Low,19,8,0
+91-9580514046,user5689@example.com,520,26-35,Married,228279,Social Media,Medium,High,3,3,0
+91-7489280006,user5690@example.com,510,26-35,Married,181991,Website,Medium,High,3,1,1
+91-9247329612,user5691@example.com,540,18-25,Single,454824,Event,High,Medium,6,7,1
+91-8799858183,user5692@example.com,530,26-35,Married,390157,Referral,High,High,1,4,0
+91-8299802875,user5693@example.com,510,18-25,Single,152132,Referral,High,Low,13,4,0
+91-7439266748,user5694@example.com,530,51+,Married with Kids,355069,Website,Medium,Medium,10,3,0
+91-7293157633,user5695@example.com,550,18-25,Single,585714,Website,Medium,Medium,10,7,0
+91-8881049439,user5696@example.com,570,51+,Married,783444,Event,High,Low,18,10,1
+91-9077541082,user5697@example.com,590,18-25,Single,994287,Social Media,Medium,Medium,6,10,0
+91-7268869695,user5698@example.com,570,36-50,Married with Kids,776503,Event,High,Low,12,8,1
+91-8777410424,user5699@example.com,510,26-35,Single,191627,Referral,High,Medium,6,4,0
+91-9100925289,user5700@example.com,520,51+,Married,222772,Referral,High,Low,12,5,0
+91-9896641658,user5701@example.com,530,18-25,Single,329415,Social Media,Medium,High,2,6,0
+91-8688677825,user5702@example.com,570,26-35,Married,765582,Referral,High,High,3,8,0
+91-8735009709,user5703@example.com,560,18-25,Single,613277,Website,Medium,Medium,5,8,1
+91-7215489580,user5704@example.com,530,26-35,Single,359013,Referral,High,Medium,8,3,1
+91-9681190790,user5705@example.com,590,26-35,Married,950500,Cold Call,Low,High,3,10,0
+91-9398518658,user5706@example.com,550,18-25,Single,517165,Social Media,Medium,Low,18,5,1
+91-7314900023,user5707@example.com,510,51+,Married with Kids,116116,Social Media,Medium,Medium,10,4,0
+91-8691071053,user5708@example.com,580,51+,Married,806412,Social Media,Medium,High,3,11,0
+91-7296371744,user5709@example.com,560,36-50,Married with Kids,675657,Cold Call,Low,Medium,6,6,0
+91-9381583654,user5710@example.com,580,26-35,Single,804177,Event,High,High,3,9,0
+91-8544923461,user5711@example.com,590,36-50,Married with Kids,989532,Website,Medium,High,1,10,0
+91-7305832261,user5712@example.com,530,36-50,Married,333982,Social Media,Medium,High,1,5,0
+91-8976412509,user5713@example.com,580,18-25,Single,838563,Referral,High,Low,21,8,0
+91-7480449256,user5714@example.com,530,18-25,Single,305383,Website,Medium,Medium,6,3,0
+91-9434620953,user5715@example.com,530,18-25,Single,391799,Referral,High,Low,22,6,0
+91-7897207434,user5716@example.com,520,26-35,Single,288874,Website,Medium,Low,15,3,0
+91-8394997274,user5717@example.com,560,18-25,Single,671920,Website,Medium,High,1,9,0
+91-9410456610,user5718@example.com,530,18-25,Single,311284,Referral,High,Low,13,6,1
+91-8913682168,user5719@example.com,570,26-35,Married,786136,Referral,High,Medium,6,9,0
+91-7340412366,user5720@example.com,550,26-35,Single,536441,Website,Medium,Medium,5,7,0
+91-8604396096,user5721@example.com,520,51+,Married,291082,Social Media,Medium,High,3,2,0
+91-9700100744,user5722@example.com,530,18-25,Single,313807,Referral,High,High,2,4,1
+91-9783997647,user5723@example.com,520,18-25,Single,296523,Cold Call,Low,Medium,10,4,1
+91-8535709311,user5724@example.com,580,18-25,Single,804172,Cold Call,Low,Medium,6,8,0
+91-9869545265,user5725@example.com,550,51+,Married with Kids,573818,Website,Medium,High,2,7,0
+91-7958666098,user5726@example.com,530,18-25,Single,381039,Event,High,Low,22,5,0
+91-9581040429,user5727@example.com,530,51+,Married,335892,Website,Medium,Medium,10,6,1
+91-9504433932,user5728@example.com,580,36-50,Married,837696,Website,Medium,High,2,9,0
+91-7894233936,user5729@example.com,530,51+,Married,342718,Social Media,Medium,High,1,4,0
+91-7487057124,user5730@example.com,580,36-50,Married,817167,Social Media,Medium,Medium,5,8,1
+91-8340944982,user5731@example.com,560,18-25,Single,647374,Event,High,High,3,9,1
+91-8959166238,user5732@example.com,510,36-50,Married with Kids,185637,Event,High,Medium,8,4,0
+91-7951947106,user5733@example.com,550,51+,Married with Kids,575243,Event,High,High,1,7,0
+91-9012228211,user5734@example.com,570,26-35,Married,782567,Event,High,High,2,7,0
+91-7368669649,user5735@example.com,540,36-50,Married,469478,Event,High,Low,23,6,0
+91-9893926919,user5736@example.com,570,36-50,Married,776257,Website,Medium,High,2,7,0
+91-7621724650,user5737@example.com,560,18-25,Single,687371,Website,Medium,Medium,8,6,1
+91-8580621407,user5738@example.com,510,51+,Married with Kids,195028,Cold Call,Low,Medium,6,4,0
+91-8098957201,user5739@example.com,590,36-50,Married,953389,Cold Call,Low,Low,19,11,0
+91-9133550083,user5740@example.com,570,36-50,Married,721839,Referral,High,Medium,9,8,0
+91-8385270003,user5741@example.com,590,36-50,Married with Kids,964938,Website,Medium,High,3,9,0
+91-7449024737,user5742@example.com,570,36-50,Married,762643,Event,High,Low,12,8,0
+91-9246119320,user5743@example.com,570,26-35,Single,718312,Referral,High,Medium,7,10,0
+91-9865821674,user5744@example.com,590,51+,Married with Kids,967913,Social Media,Medium,High,2,12,1
+91-7476052069,user5745@example.com,530,18-25,Single,362399,Website,Medium,Low,20,5,0
+91-9803057775,user5746@example.com,560,18-25,Single,615152,Cold Call,Low,High,3,8,0
+91-8666703920,user5747@example.com,530,26-35,Married,307627,Website,Medium,Medium,7,4,1
+91-7927681223,user5748@example.com,560,51+,Married with Kids,639775,Website,Medium,Medium,5,8,1
+91-9037368386,user5749@example.com,560,36-50,Married,600549,Website,Medium,Medium,4,8,0
+91-7617564126,user5750@example.com,560,26-35,Single,643634,Website,Medium,Medium,5,6,0
+91-9136254194,user5751@example.com,590,51+,Married,921482,Social Media,Medium,Low,12,12,1
+91-8831028680,user5752@example.com,530,36-50,Married with Kids,370888,Cold Call,Low,Medium,7,3,0
+91-7032398773,user5753@example.com,550,26-35,Single,517972,Website,Medium,Low,25,8,0
+91-8881168916,user5754@example.com,510,51+,Married with Kids,161596,Social Media,Medium,Low,14,2,1
+91-8816740252,user5755@example.com,580,18-25,Single,838757,Referral,High,High,1,8,0
+91-7921991509,user5756@example.com,540,18-25,Single,481784,Website,Medium,Medium,8,7,0
+91-8354462948,user5757@example.com,590,51+,Married,941464,Social Media,Medium,High,1,9,0
+91-8107813939,user5758@example.com,590,18-25,Single,929119,Event,High,High,2,10,0
+91-9701826110,user5759@example.com,520,51+,Married with Kids,277175,Referral,High,High,3,5,0
+91-7694572534,user5760@example.com,520,36-50,Married with Kids,253048,Cold Call,Low,High,1,4,0
+91-9025046367,user5761@example.com,590,51+,Married,949295,Website,Medium,High,1,9,1
+91-7858563421,user5762@example.com,540,36-50,Married with Kids,493807,Website,Medium,Medium,10,7,0
+91-7682740356,user5763@example.com,510,26-35,Married,106277,Social Media,Medium,High,1,3,0
+91-7526477399,user5764@example.com,590,51+,Married with Kids,948292,Cold Call,Low,Low,26,12,0
+91-8797434308,user5765@example.com,520,26-35,Single,233332,Event,High,Low,18,4,1
+91-9666446548,user5766@example.com,530,18-25,Single,340515,Referral,High,Medium,8,6,0
+91-8983746247,user5767@example.com,580,36-50,Married,884865,Cold Call,Low,Low,29,9,0
+91-8364811290,user5768@example.com,580,51+,Married,821243,Website,Medium,High,1,11,0
+91-7110756496,user5769@example.com,530,26-35,Married,386885,Social Media,Medium,Low,22,3,0
+91-8657274225,user5770@example.com,540,36-50,Married,481864,Event,High,High,1,5,0
+91-8186639099,user5771@example.com,530,36-50,Married with Kids,399355,Social Media,Medium,Medium,5,5,1
+91-8624282152,user5772@example.com,580,18-25,Single,864752,Referral,High,Low,25,8,1
+91-9365754136,user5773@example.com,580,18-25,Single,882733,Cold Call,Low,Low,12,9,0
+91-9542845691,user5774@example.com,550,36-50,Married,534758,Social Media,Medium,Low,30,7,0
+91-7003423968,user5775@example.com,530,36-50,Married with Kids,369013,Social Media,Medium,Medium,5,6,1
+91-9135585652,user5776@example.com,550,51+,Married,586834,Website,Medium,Medium,7,7,0
+91-9685218423,user5777@example.com,540,36-50,Married,449760,Social Media,Medium,Low,23,5,1
+91-8698704437,user5778@example.com,510,51+,Married,194515,Event,High,Medium,4,2,0
+91-8039090352,user5779@example.com,520,36-50,Married with Kids,250494,Cold Call,Low,High,1,3,0
+91-9726589776,user5780@example.com,570,18-25,Single,790973,Referral,High,Medium,10,8,1
+91-9755280650,user5781@example.com,520,51+,Married,288088,Social Media,Medium,Low,11,3,0
+91-9516353614,user5782@example.com,560,26-35,Single,684398,Event,High,High,1,7,0
+91-9868315692,user5783@example.com,530,18-25,Single,319601,Referral,High,Low,12,4,0
+91-8532545192,user5784@example.com,580,51+,Married with Kids,833282,Event,High,Low,14,9,1
+91-7975900228,user5785@example.com,530,51+,Married,396177,Social Media,Medium,Low,11,5,0
+91-9652970194,user5786@example.com,590,26-35,Married,931645,Social Media,Medium,Medium,9,11,1
+91-7352497591,user5787@example.com,530,51+,Married,360705,Cold Call,Low,Low,28,4,0
+91-9430179773,user5788@example.com,550,36-50,Married,555209,Website,Medium,High,2,6,1
+91-7093246091,user5789@example.com,510,26-35,Married,112938,Event,High,High,3,1,1
+91-8368720575,user5790@example.com,520,18-25,Single,230842,Website,Medium,High,1,2,0
+91-7543405075,user5791@example.com,530,18-25,Single,364418,Website,Medium,Low,26,5,1
+91-8249174959,user5792@example.com,590,36-50,Married with Kids,970822,Referral,High,High,1,12,0
+91-9421243626,user5793@example.com,550,18-25,Single,525031,Referral,High,High,2,6,1
+91-9413173213,user5794@example.com,550,51+,Married with Kids,569234,Event,High,High,1,7,0
+91-7241272221,user5795@example.com,520,51+,Married with Kids,250033,Website,Medium,High,1,3,0
+91-8720668843,user5796@example.com,510,36-50,Married,120044,Cold Call,Low,Medium,4,2,0
+91-8291024965,user5797@example.com,510,18-25,Single,199372,Website,Medium,Low,25,3,0
+91-7717518091,user5798@example.com,530,18-25,Single,376850,Referral,High,Low,22,4,1
+91-7993096205,user5799@example.com,520,36-50,Married with Kids,237046,Website,Medium,High,3,3,1
+91-8063510999,user5800@example.com,540,26-35,Single,438608,Social Media,Medium,Low,12,6,0
+91-8077528111,user5801@example.com,560,18-25,Single,645501,Social Media,Medium,High,3,9,0
+91-7149047781,user5802@example.com,560,26-35,Single,626238,Cold Call,Low,High,3,9,0
+91-8931762493,user5803@example.com,530,18-25,Single,354043,Event,High,High,3,3,1
